National Dex Number,Pokemon Name,Pokemon Pic URL,Pokemon Types,Abilities,"Base Stats (HP, Atk, Def, SpA, SpD, Speed)"
#0652,Chesnaught,https://www.serebii.net/pokedex-sv/icon/new/652.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/fighting.gif']","['Overgrow', 'Bulletproof']","['88', '107', '122', '74', '75', '64']"
#0653,Fennekin,https://www.serebii.net/pokedex-sv/icon/new/653.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Blaze', 'Magician']","['40', '45', '40', '62', '60', '60']"
#0654,Braixen,https://www.serebii.net/pokedex-sv/icon/new/654.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Blaze', 'Magician']","['59', '59', '58', '90', '70', '73']"
#0655,Delphox,https://www.serebii.net/pokedex-sv/icon/new/655.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Blaze', 'Magician']","['75', '69', '72', '114', '100', '104']"
#0656,Froakie,https://www.serebii.net/pokedex-sv/icon/new/656.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Protean']","['41', '56', '40', '62', '44', '71']"
#0657,Frogadier,https://www.serebii.net/pokedex-sv/icon/new/657.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Protean']","['54', '63', '52', '83', '56', '97']"
#0658,Greninja,https://www.serebii.net/pokedex-sv/icon/new/658.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']","['Torrent', 'Protean']","['72', '95', '67', '103', '71', '122']"
#0659,Bunnelby,https://www.serebii.net/pokedex-sv/icon/new/659.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Pickup', 'Cheek Pouch', 'Huge Power']","['38', '36', '38', '32', '36', '57']"
#0660,Diggersby,https://www.serebii.net/pokedex-sv/icon/new/660.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']","['Pickup', 'Cheek Pouch', 'Huge Power']","['85', '56', '77', '50', '77', '78']"
#0661,Fletchling,https://www.serebii.net/pokedex-sv/icon/new/661.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Big Pecks', 'Gale Wings']","['45', '50', '43', '40', '38', '62']"
#0662,Fletchinder,https://www.serebii.net/pokedex-sv/icon/new/662.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Flame Body', 'Gale Wings']","['62', '73', '55', '56', '52', '84']"
#0663,Talonflame,https://www.serebii.net/pokedex-sv/icon/new/663.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Flame Body', 'Gale Wings']","['78', '81', '71', '74', '69', '126']"
#0664,Scatterbug,https://www.serebii.net/pokedex-sv/icon/new/664.png,['https://www.serebii.net/pokedex-bw/type/bug.gif'],"['Shield Dust', 'Compoundeyes', 'Friend Guard']","['38', '35', '40', '27', '25', '35']"
#0665,Spewpa,https://www.serebii.net/pokedex-sv/icon/new/665.png,['https://www.serebii.net/pokedex-bw/type/bug.gif'],"['Shed Skin', 'Friend Guard']","['45', '22', '60', '27', '30', '29']"
#0666,Vivillon,https://www.serebii.net/pokedex-sv/icon/new/666.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Shield Dust', 'Compoundeyes', 'Friend Guard']","['80', '52', '50', '90', '50', '89']"
#0667,Litleo,https://www.serebii.net/pokedex-sv/icon/new/667.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/normal.gif']","['Rivalry', 'Unnerve', 'Moxie']","['62', '50', '58', '73', '54', '72']"
#0668,Pyroar,https://www.serebii.net/pokedex-sv/icon/new/668.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/normal.gif']","['Rivalry', 'Unnerve', 'Moxie']","['86', '68', '72', '109', '66', '106']"
#0669,Flabébé,https://www.serebii.net/pokedex-sv/icon/new/669.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Flower Veil', 'Symbiosis']","['44', '38', '39', '61', '79', '42']"
#0670,Floette,https://www.serebii.net/pokedex-sv/icon/new/670.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Flower Veil', 'Symbiosis']","['54', '45', '47', '75', '98', '52']"
#0671,Florges,https://www.serebii.net/pokedex-sv/icon/new/671.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Flower Veil', 'Symbiosis']","['78', '65', '68', '112', '154', '75']"
#0672,Skiddo,https://www.serebii.net/pokedex-sv/icon/new/672.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Sap Sipper', 'Grass Pelt']","['66', '65', '48', '62', '57', '52']"
#0673,Gogoat,https://www.serebii.net/pokedex-sv/icon/new/673.png,['https://www.serebii.net/pokedex-bw/type/grass.gif'],"['Sap Sipper', 'Grass Pelt']","['123', '100', '62', '97', '81', '68']"
#0674,Pancham,https://www.serebii.net/pokedex-sv/icon/new/674.png,['https://www.serebii.net/pokedex-bw/type/fighting.gif'],"['Iron Fist', 'Mold Breaker', 'Scrappy']","['67', '82', '62', '46', '48', '43']"
#0675,Pangoro,https://www.serebii.net/pokedex-sv/icon/new/675.png,"['https://www.serebii.net/pokedex-bw/type/fighting.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']","['Iron Fist', 'Mold Breaker', 'Scrappy']","['95', '124', '78', '69', '71', '58']"
#0676,Furfrou,https://www.serebii.net/pokedex-sv/icon/new/676.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],['Fur Coat'],"['75', '80', '60', '65', '90', '102']"
#0677,Espurr,https://www.serebii.net/pokedex-sv/icon/new/677.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],"['Keen Eye', 'Infiltrator', 'Own Tempo']","['62', '48', '54', '63', '60', '68']"
#0678,Meowstic,https://www.serebii.net/pokedex-sv/icon/new/678.png,['https://www.serebii.net/pokedex-bw/type/psychic.gif'],"['Keen Eye', 'Infiltrator', 'Prankster']","['74', '48', '76', '83', '81', '104']"
#0679,Honedge,https://www.serebii.net/pokedex-sv/icon/new/679.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']",['No Guard'],"['45', '80', '100', '35', '37', '28']"
#0680,Doublade,https://www.serebii.net/pokedex-sv/icon/new/680.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']",['No Guard'],"['59', '110', '150', '45', '49', '35']"
#0681,Aegislash,https://www.serebii.net/pokedex-sv/icon/new/681.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']",['Stance Change'],"['60', '50', '140', '50', '140', '60']"
#0682,Spritzee,https://www.serebii.net/pokedex-sv/icon/new/682.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Healer', 'Aroma Veil']","['78', '52', '60', '63', '65', '23']"
#0683,Aromatisse,https://www.serebii.net/pokedex-sv/icon/new/683.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Healer', 'Aroma Veil']","['101', '72', '72', '99', '89', '29']"
#0684,Swirlix,https://www.serebii.net/pokedex-sv/icon/new/684.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Sweet Veil', 'Unburden']","['62', '48', '66', '59', '57', '49']"
#0685,Slurpuff,https://www.serebii.net/pokedex-sv/icon/new/685.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Sweet Veil', 'Unburden']","['82', '80', '86', '85', '75', '72']"
#0686,Inkay,https://www.serebii.net/pokedex-sv/icon/new/686.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Contrary', 'Suction Cups', 'Infiltrator']","['53', '54', '53', '37', '46', '45']"
#0687,Malamar,https://www.serebii.net/pokedex-sv/icon/new/687.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/psychic.gif']","['Contrary', 'Suction Cups', 'Infiltrator']","['86', '92', '88', '68', '75', '73']"
#0688,Binacle,https://www.serebii.net/pokedex-sv/icon/new/688.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Tough Claws', 'Sniper', 'Pickpocket']","['42', '52', '67', '39', '56', '50']"
#0689,Barbaracle,https://www.serebii.net/pokedex-sv/icon/new/689.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Tough Claws', 'Sniper', 'Pickpocket']","['72', '105', '115', '54', '86', '68']"
#0690,Skrelp,https://www.serebii.net/pokedex-sv/icon/new/690.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']","['Poison Point', 'Poison Touch', 'Adaptability']","['50', '60', '60', '60', '60', '30']"
#0691,Dragalge,https://www.serebii.net/pokedex-sv/icon/new/691.png,"['https://www.serebii.net/pokedex-bw/type/poison.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']","['Poison Point', 'Poison Touch', 'Adaptability']","['65', '75', '90', '97', '123', '44']"
#0692,Clauncher,https://www.serebii.net/pokedex-sv/icon/new/692.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],['Mega Launcher'],"['50', '53', '62', '58', '63', '44']"
#0693,Clawitzer,https://www.serebii.net/pokedex-sv/icon/new/693.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],['Mega Launcher'],"['71', '73', '88', '120', '89', '59']"
#0694,Helioptile,https://www.serebii.net/pokedex-sv/icon/new/694.png,"['https://www.serebii.net/pokedex-bw/type/electric.gif', 'https://www.serebii.net/pokedex-bw/type/normal.gif']","['Dry Skin', 'Sand Veil', 'Solar Power']","['44', '38', '33', '61', '43', '70']"
#0695,Heliolisk,https://www.serebii.net/pokedex-sv/icon/new/695.png,"['https://www.serebii.net/pokedex-bw/type/electric.gif', 'https://www.serebii.net/pokedex-bw/type/normal.gif']","['Dry Skin', 'Sand Veil', 'Solar Power']","['62', '55', '52', '109', '94', '109']"
#0696,Tyrunt,https://www.serebii.net/pokedex-sv/icon/new/696.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']","['Strong Jaw', 'Sturdy']","['58', '89', '77', '45', '45', '48']"
#0697,Tyrantrum,https://www.serebii.net/pokedex-sv/icon/new/697.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']","['Strong Jaw', 'Rock Head']","['82', '121', '119', '69', '59', '71']"
#0698,Amaura,https://www.serebii.net/pokedex-sv/icon/new/698.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/ice.gif']","['Refrigerate', 'Snow Warning']","['77', '59', '50', '67', '63', '46']"
#0699,Aurorus,https://www.serebii.net/pokedex-sv/icon/new/699.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/ice.gif']","['Refrigerate', 'Snow Warning']","['123', '77', '72', '99', '92', '58']"
#0700,Sylveon,https://www.serebii.net/pokedex-sv/icon/new/700.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],"['Cute Charm', 'Pixilate']","['95', '65', '65', '110', '130', '60']"
#0701,Hawlucha,https://www.serebii.net/pokedex-sv/icon/new/701.png,"['https://www.serebii.net/pokedex-bw/type/fighting.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Limber', 'Unburden', 'Mold Breaker']","['78', '92', '75', '74', '63', '118']"
#0702,Dedenne,https://www.serebii.net/pokedex-sv/icon/new/702.png,"['https://www.serebii.net/pokedex-bw/type/electric.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Cheek Pouch', 'Pickup', 'Plus']","['67', '58', '57', '81', '67', '101']"
#0703,Carbink,https://www.serebii.net/pokedex-sv/icon/new/703.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Clear Body', 'Sturdy']","['50', '50', '150', '50', '150', '50']"
#0704,Goomy,https://www.serebii.net/pokedex-sv/icon/new/704.png,['https://www.serebii.net/pokedex-bw/type/dragon.gif'],"['Sap Sipper', 'Hydration', 'Gooey']","['45', '50', '35', '55', '75', '40']"
#0705,Sliggoo,https://www.serebii.net/pokedex-sv/icon/new/705.png,['https://www.serebii.net/pokedex-bw/type/dragon.gif'],"['Sap Sipper', 'Hydration', 'Gooey']","['68', '75', '53', '83', '113', '60']"
#0706,Goodra,https://www.serebii.net/pokedex-sv/icon/new/706.png,['https://www.serebii.net/pokedex-bw/type/dragon.gif'],"['Sap Sipper', 'Hydration', 'Gooey']","['90', '100', '70', '110', '150', '80']"
#0707,Klefki,https://www.serebii.net/pokedex-sv/icon/new/707.png,"['https://www.serebii.net/pokedex-bw/type/steel.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Prankster', 'Magician']","['57', '80', '91', '80', '87', '75']"
#0708,Phantump,https://www.serebii.net/pokedex-sv/icon/new/708.png,"['https://www.serebii.net/pokedex-bw/type/ghost.gif', 'https://www.serebii.net/pokedex-bw/type/grass.gif']","['Natural Cure', 'Frisk', 'Harvest']","['43', '70', '48', '50', '60', '38']"
#0709,Trevenant,https://www.serebii.net/pokedex-sv/icon/new/709.png,"['https://www.serebii.net/pokedex-bw/type/ghost.gif', 'https://www.serebii.net/pokedex-bw/type/grass.gif']","['Natural Cure', 'Frisk', 'Harvest']","['85', '110', '76', '65', '82', '56']"
#0710,Pumpkaboo,https://www.serebii.net/pokedex-sv/icon/new/710.png,"['https://www.serebii.net/pokedex-bw/type/ghost.gif', 'https://www.serebii.net/pokedex-bw/type/grass.gif']","['Pickup', 'Frisk', 'Insomnia']","['49', '66', '70', '44', '55', '51']"
#0711,Gourgeist,https://www.serebii.net/pokedex-sv/icon/new/711.png,"['https://www.serebii.net/pokedex-bw/type/ghost.gif', 'https://www.serebii.net/pokedex-bw/type/grass.gif']","['Pickup', 'Frisk', 'Insomnia']","['65', '90', '122', '58', '75', '84']"
#0712,Bergmite,https://www.serebii.net/pokedex-sv/icon/new/712.png,['https://www.serebii.net/pokedex-bw/type/ice.gif'],"['Own Tempo', 'Ice Body', 'Sturdy']","['55', '69', '85', '32', '35', '28']"
#0713,Avalugg,https://www.serebii.net/pokedex-sv/icon/new/713.png,['https://www.serebii.net/pokedex-bw/type/ice.gif'],"['Own Tempo', 'Ice Body', 'Sturdy']","['95', '117', '184', '44', '46', '28']"
#0714,Noibat,https://www.serebii.net/pokedex-sv/icon/new/714.png,"['https://www.serebii.net/pokedex-bw/type/flying.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']","['Frisk', 'Infiltrator', 'Telepathy']","['40', '30', '35', '45', '40', '55']"
#0715,Noivern,https://www.serebii.net/pokedex-sv/icon/new/715.png,"['https://www.serebii.net/pokedex-bw/type/flying.gif', 'https://www.serebii.net/pokedex-bw/type/dragon.gif']","['Frisk', 'Infiltrator', 'Telepathy']","['85', '70', '80', '97', '80', '123']"
#0716,Xerneas,https://www.serebii.net/pokedex-sv/icon/new/716.png,['https://www.serebii.net/pokedex-bw/type/fairy.gif'],['Fairy Aura'],"['126', '131', '95', '131', '98', '99']"
#0717,Yveltal,https://www.serebii.net/pokedex-sv/icon/new/717.png,"['https://www.serebii.net/pokedex-bw/type/dark.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']",['Dark Aura'],"['126', '131', '95', '131', '98', '99']"
#0718,Zygarde,https://www.serebii.net/pokedex-sv/icon/new/718.png,"['https://www.serebii.net/pokedex-bw/type/dragon.gif', 'https://www.serebii.net/pokedex-bw/type/ground.gif']",['Aura Break'],"['108', '100', '121', '81', '95', '95']"
#0719,Diancie,https://www.serebii.net/pokedex-sv/icon/new/719.png,"['https://www.serebii.net/pokedex-bw/type/rock.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']",['Clear Body'],"['50', '100', '150', '100', '150', '50']"
#0720,Hoopa,https://www.serebii.net/pokedex-sv/icon/new/720.png,"['https://www.serebii.net/pokedex-bw/type/psychic.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']",['Magician'],"['80', '110', '60', '150', '130', '70']"
#0721,Volcanion,https://www.serebii.net/pokedex-sv/icon/new/721.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/water.gif']",['Water Absorb'],"['80', '110', '120', '130', '90', '70']"
#0722,Rowlet,https://www.serebii.net/pokedex-sv/icon/new/722.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Overgrow', 'Long Reach']","['68', '55', '55', '50', '50', '42']"
#0723,Dartrix,https://www.serebii.net/pokedex-sv/icon/new/723.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Overgrow', 'Long Reach']","['78', '75', '75', '70', '70', '52']"
#0724,Decidueye,https://www.serebii.net/pokedex-sv/icon/new/724.png,"['https://www.serebii.net/pokedex-bw/type/grass.gif', 'https://www.serebii.net/pokedex-bw/type/ghost.gif']","['Overgrow', 'Long Reach']","['78', '107', '75', '100', '100', '70']"
#0725,Litten,https://www.serebii.net/pokedex-sv/icon/new/725.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Blaze', 'Intimidate']","['45', '65', '40', '60', '40', '70']"
#0726,Torracat,https://www.serebii.net/pokedex-sv/icon/new/726.png,['https://www.serebii.net/pokedex-bw/type/fire.gif'],"['Blaze', 'Intimidate']","['65', '85', '50', '80', '50', '90']"
#0727,Incineroar,https://www.serebii.net/pokedex-sv/icon/new/727.png,"['https://www.serebii.net/pokedex-bw/type/fire.gif', 'https://www.serebii.net/pokedex-bw/type/dark.gif']","['Blaze', 'Intimidate']","['95', '115', '90', '80', '90', '60']"
#0728,Popplio,https://www.serebii.net/pokedex-sv/icon/new/728.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Liquid Voice']","['50', '54', '54', '66', '56', '40']"
#0729,Brionne,https://www.serebii.net/pokedex-sv/icon/new/729.png,['https://www.serebii.net/pokedex-bw/type/water.gif'],"['Torrent', 'Liquid Voice']","['60', '69', '69', '91', '81', '50']"
#0730,Primarina,https://www.serebii.net/pokedex-sv/icon/new/730.png,"['https://www.serebii.net/pokedex-bw/type/water.gif', 'https://www.serebii.net/pokedex-bw/type/fairy.gif']","['Torrent', 'Liquid Voice']","['80', '74', '74', '126', '116', '60']"
#0731,Pikipek,https://www.serebii.net/pokedex-sv/icon/new/731.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Keen Eye', 'Skill Link', 'Pickup']","['35', '75', '30', '30', '30', '65']"
#0732,Trumbeak,https://www.serebii.net/pokedex-sv/icon/new/732.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Keen Eye', 'Skill Link', 'Pickup']","['55', '85', '50', '40', '50', '75']"
#0733,Toucannon,https://www.serebii.net/pokedex-sv/icon/new/733.png,"['https://www.serebii.net/pokedex-bw/type/normal.gif', 'https://www.serebii.net/pokedex-bw/type/flying.gif']","['Keen Eye', 'Skill Link', 'Sheer Force']","['80', '120', '75', '75', '75', '60']"
#0734,Yungoos,https://www.serebii.net/pokedex-sv/icon/new/734.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Stakeout', 'Strong Jaw', 'Adaptability']","['48', '70', '30', '30', '30', '45']"
#0735,Gumshoos,https://www.serebii.net/pokedex-sv/icon/new/735.png,['https://www.serebii.net/pokedex-bw/type/normal.gif'],"['Stakeout', 'Strong Jaw', 'Adaptability']","['88', '110', '60', '55', '60', '45']"
#0736,Grubbin,https://www.serebii.net/pokedex-sv/icon/new/736.png,['https://www.serebii.net/pokedex-bw/type/bug.gif'],['Swarm'],"['47', '62', '45', '55', '45', '46']"
#0737,Charjabug,https://www.serebii.net/pokedex-sv/icon/new/737.png,"['https://www.serebii.net/pokedex-bw/type/bug.gif', 'https://www.serebii.net/pokedex-bw/type/electric.gif']",['Battery'],"['57', '82', '95', '55', '75', '36']"
